account.id,total_deposited,total_borrowed,total_withdrawn,total_repaid,wallet_age,time_since_last_tx,liquidatee_count,liquidator_count,total_liquidated,liquidation_risk_ratio,credit_score
0x104b112c0a0ef8cdc22b556cd73f101bbfc2d84b,26.732871819837975,0.0,0.0,0.0,2108.0011458333333,2055.2263194444445,0.0,0.0,0.0,0.0,76.56963141015653
0x5da581400c1a404811ab251680e24eb73f679f18,74366.23825623772,0.0,34771.80075041101,0.0,2118.635127314815,2042.3298958333332,0.0,0.0,0.0,0.0,76.56508914957949
0x30781d7d755845fa50bfdb63ba7b9426a760f3b1,6673.4752370135375,0.0,29106.96464150898,0.0,2121.749664351852,2037.989837962963,0.0,0.0,0.0,0.0,76.56437473951092
0xed65c1416926c87b2336b65fd18c5fbb451e6cc8,697.4636720271176,0.0,0.0,0.0,2131.9338657407407,2066.368148148148,1.0,0.0,125.3885774176254,-0.08858239767109266,76.54498388732598
0x869a032b284481f4ad359ac75cd017eddee5c23c,0.7918273125072736,0.0,0.009608835413938225,0.0,2109.872175925926,2045.8333912037037,0.0,0.0,0.0,0.0,76.47274330418776
0x2acf84a7460850c12eb9ffc74cd8dbfcb1f64647,18.265152784738703,0.0,18.33150755008063,0.0,2108.7434837962965,2047.1036921296297,0.0,0.0,0.0,0.0,76.47246248135089
0xa8ba8ad50ffdddb8fd357424fc1d87721486df09,811.6927852663941,0.0,1138.2955363344809,0.0,2108.2562037037037,2046.8551851851853,0.0,0.0,0.0,0.0,76.46560084011094
0xb84792245a4f4cfc00aed0ce74df362023cdcc33,41.07840557855046,0.0,83.09285144505596,0.0,2109.1263194444446,2044.9064699074074,0.0,0.0,0.0,0.0,76.44777058795279
0xd4313d8f4ca838943f5e79572fe7b353c834b73a,0.0,0.0,10.82373453560981,0.0,2103.7235069444446,2050.9486805555557,0.0,0.0,0.0,0.0,76.44362362500597
0xb7fbea7161eecf416eae567ac5d6af6cfe81befa,14.245300698738173,0.0,14.276978497251555,0.0,2112.365752314815,2041.823726851852,0.0,0.0,0.0,0.0,76.44084054503129
0x3edab72359e7658078f4872b7e4827d7242923a0,22239.23599243308,0.0,3009.504499,0.0,2129.2933449074076,2021.094236111111,0.0,0.0,0.0,0.0,76.42640814858072
0x744a71902a6f0fa00bab55a59038f7e83c65a64d,0.0,0.0,9.87990873878974,0.0,2103.029837962963,2050.255011574074,0.0,0.0,0.0,0.0,76.4238375107835
0xd0b9461e755e71ffb0139fba98051de9529c87c1,0.0,0.0,1.339711160860603,0.0,2102.1661342592593,2049.3913078703704,0.0,0.0,0.0,0.0,76.39799916774922
0x1c47fb66197f84ce3d92b1ebab9dfbaa656e8150,154.77903519635572,0.0,185.40478767631382,0.0,2127.995775462963,2019.631087962963,0.0,0.0,0.0,0.0,76.388410336532
0xc9f29b7341ed3595d8e33b2c0a439d36064434ea,2142.9043514645564,0.0,3998.8695346405193,0.0,2111.2739814814813,2037.762650462963,0.0,0.0,0.0,0.0,76.38307848176451
0x82b44dbd658c8f371c16501bcb6e7334a8e9e00f,0.0,0.0,49.46248441467995,0.0,2102.163101851852,2047.9162152777778,0.0,0.0,0.0,0.0,76.37712532572415
0x728460b46b21127fdf90cb6b2ca5f90ddff9998c,9015.834941435824,0.0,9049.17766254978,0.0,2110.634803240741,2038.0298958333333,0.0,0.0,0.0,0.0,76.37028046201416
0xed76c92f6d8f9067143525cc60b943647b24614c,0.0,0.0,237.39303520842637,0.0,2100.8401041666666,2048.0652777777777,0.0,0.0,0.0,0.0,76.35883664646671
0x22fd8facff29b66738ab35e4eec70bb6207389e8,3947.314806412255,0.0,3681.9972667816,0.0,2119.8772453703705,2026.1280439814814,0.0,0.0,0.0,0.0,76.35744330079145
0x322d58b9e75a6918f7e7849aee0ff09369977e08,5763.144602129479,0.0,16810.605735286474,0.0,2128.092708333333,2016.5100925925926,0.0,0.0,0.0,0.0,76.34854904192542
0x921ca244901a565ce8423cdfd2e4534c8281d0de,0.0,0.0,650.1975301341129,0.0,2100.561863425926,2047.1646064814815,0.0,0.0,0.0,0.0,76.34298386794131
0x6034770df679494d6912d0366a03554f9c67f304,0.0,0.0,0.14146167459667222,0.0,2100.222696759259,2047.4478703703703,0.0,0.0,0.0,0.0,76.34104340318893
0x46f2d11619c12f4c9753b24d782f04bda1b92678,0.0,0.0,72.88231338833094,0.0,2099.563923611111,2046.7890972222222,0.0,0.0,0.0,0.0,76.32214652951988
0x34c3b0616d0aa3835150647eb3c97b80590306f5,0.0,0.0,22.918810611322165,0.0,2099.455104166667,2046.6802777777777,0.0,0.0,0.0,0.0,76.31873978631737
0x2f361e48a3a6631429f35376eccb2ad79cfb5db2,1211.1789611112931,0.0,3061.3199997840557,0.0,2126.186724537037,2016.0059375,0.0,0.0,0.0,0.0,76.31689277599867
0x8414b1d8d406aa13181cdff7047095fd84c7d3a0,0.0,0.0,23.42538176336372,0.0,2099.2899074074076,2046.5150810185185,0.0,0.0,0.0,0.0,76.31390542019876
0x4e0e15f0f769c6168c425632723a4be719999bb5,50.62368793424475,0.0,50.68593246510661,0.0,2109.6996875,2034.6127546296295,0.0,0.0,0.0,0.0,76.31081742686419
0xdf8f53b9f83e611e1154402992c6f6cb7daf246c,0.0,0.0,1268.019659524904,0.0,2098.7677083333333,2045.9928819444444,0.0,0.0,0.0,0.0,76.29900559111432
0x62c6370df450a1711755b8a3b77d70ec0de5c5c5,0.0,0.0,8.84378083923022,0.0,2100.612488425926,2043.7534953703703,0.0,0.0,0.0,0.0,76.29498628492495
0x291b58ab2557b806336b4a35c5643053e5511d79,0.0,0.0,624.1509602299913,0.0,2102.460949074074,2041.8479050925926,0.0,0.0,0.0,0.0,76.29191947447026
0x75c108df63381e5b2fae62d610d79a8915911aa8,0.0,0.0,250.0,0.0,2098.013564814815,2045.238738425926,0.0,0.0,0.0,0.0,76.27642147375929
0x79fd5077324c498e87fda762e7e8c399ab599c0e,0.0,0.0,29.53377062353259,0.0,2097.898553240741,2045.082337962963,0.0,0.0,0.0,0.0,76.2723544296554
0xfeb79a4e213906571c20b6d6a1a3dc45d8355c1d,2485.0970327185332,0.0,1278.8466771158348,0.0,2116.1452777777777,2023.9056597222223,0.0,0.0,0.0,0.0,76.26568649080497
0x73314e3162a4c6ecf37d7cfa437e2c9c98dc3dd4,8.881912538103656,0.0,1011.6671615149153,0.0,2109.1475810185184,2030.5069328703703,0.0,0.0,0.0,0.0,76.25368263752601
0x5fade194f53e40a4088a8d8f28cccf45795467ab,3934.8379116408405,0.0,5059.3584879160735,0.0,2120.9694791666666,2018.1591087962963,0.0,0.0,0.0,0.0,76.25306010619748
0x19a2761d290d02be49b8d24ac9b3876ac9e6fe0b,0.0,0.0,11072.123379847331,0.0,2097.136203703704,2044.3613773148147,0.0,0.0,0.0,0.0,76.25140012266915
0x98be5c2d28a876e4760763ff93b6426e98384b6b,0.0,0.0,10.981275903451818,0.0,2096.933275462963,2044.158449074074,0.0,0.0,0.0,0.0,76.2442744001256
0xf4ae6165c3e05ae7426c5b5200e8b9a7565ac595,9125.651020158808,0.0,12017.768888025365,0.0,2114.024421296296,2024.0032523148147,0.0,0.0,0.0,0.0,76.22989418321785
0xbabe31056c0fe1b704d811b2405f6e9f5ae5e59d,0.0,0.0,4167.887148518934,0.0,2095.760810185185,2042.9859837962963,0.0,0.0,0.0,0.0,76.21060476931018
0x60959ed8307ee2b0d04306f6b319aeee8864f1ee,0.0,0.0,10.001607110492227,0.0,2097.870763888889,2039.8550694444446,0.0,0.0,0.0,0.0,76.20483875669626
0x67a4aadb2009e968ec132c30ff2698cb3a6daa42,0.0,0.0,4754.752762417909,0.0,2095.150300925926,2042.375474537037,0.0,0.0,0.0,0.0,76.19118423661563
0xcc896ace93c88746ec7dd09e1fc54ffe27fe66cd,0.0,0.0,1054.3003470441108,0.0,2098.6727546296297,2036.9921875,0.0,0.0,0.0,0.0,76.17166703536473
0xbc5d97c82e99606d3540defb3dc55b4b6f934a3b,0.0,0.0,7.265924772267682,0.0,2094.0318171296294,2041.2569907407408,0.0,0.0,0.0,0.0,76.15983782919044
0x30d726d4b64fee8de4f5d94c53859daed2ae77f0,212020.54562973807,71142.00000000001,40020.84562202293,0.0,2124.315821759259,2009.515648148148,0.0,0.0,0.0,0.0,76.15729980070967
0x48e5013861b25c114e369c3e12dc948008352aea,0.0,0.0,3215.091675,0.0,2100.69775462963,2032.8104166666667,0.0,0.0,0.0,0.0,76.151279670271
0xc007ac2eb52098d489cf74ddb47bdf7a67e14335,365.7632592558766,0.0,992.7338798264306,0.0,2116.2820138888887,2016.3663078703703,0.0,0.0,0.0,0.0,76.14955481030162
